senator_full_name,asset,state,asset_cleaned
michael f bennet,"Continuum Real
Estate Investors 2016, LLC

Company: Continuum Real Estate
Investors 2016, LLC (Denver,
CO) Description: Commercial Real
Estate",CO,"Continuum Real
 Estate Investors 2016, LLC"
michael f bennet,"Madeira Capital
Investments Limited

Company: Madeira Capital Investments
Limited (Ebene, Muritius
(India)) Description: Private Equity -
Retail",INDIA,"Madeira Capital
 Investments Limited"
michael f bennet,"More
Description: Grocery Chain (Ebene,
Muritius (India))",INDIA,"Grocery Chain (Ebene,
 Muritius (India))"
thomas j ossoff,"Insight
TWI
Company: Insight TWI (London,
UK) Description: Media Production; Television
& Film; Investigative Journalism",UNITED KINGDOM,"Insight
 TWI"
thomas j ossoff,"Edward Jones IRA
Select - Growth Focus
Description: Edward
Jones (Maryland Heights, MO)",MO,Edward Jones IRA
john a barrasso,"Promissory
Note
Company: Wyoming Orthopaedics
Institute, LLC (Casper, WY)",WY,"Wyoming Orthopaedics
 Institute, LLC"
ron johnson,"Orchard at
Picacho, LLC (0.73% Ownership Interest)
Company: Orchard at Picacho, LLC
(Picacho, AZ) Description: Land
Development",AZ,"Orchard at
 Picacho, LLC"
ron johnson,"Ronald H. and Jane
K. Johnson, LLC (100% Ownership Interest)

Company: Ronald H. and Jane K. Johnson,
LLC (Oshkosh, WI) Description: Commercial rental
real estate",WI,"Ronald H. and Jane
 K. Johnson, LLC"
ron johnson,"Receivable
Company: Ron Johnson for Senate, Inc.
(Washington, DC)",DC,"Ron Johnson for Senate, Inc."
ron johnson,"SPY - SPDR
S&P 500 ETF
Description: Exchange Traded
Fund (Boston, MA)",MA,"SPY - SPDR
 S&P 500 ETF"
ron johnson,"Pacur,
LLC

Company: Pacur, LLC (Oshkosh,
WI) Description: Manufacturing - Plastic
Extrusion",WI,"Pacur,
 LLC"
ron johnson,"Pacur,
LLC
Company: Pacur, LLC (Oshkosh,
WI) Description: Manufacturing - Plastic
Extrusion",WI,"Pacur,
 LLC"
ron johnson,"Pacur,
LLC
Company: Pacur, LLC (Oshkosh,
WI) Description: Manufacturing - Plastic
Extrusion",WI,"Pacur,
 LLC"
shelley m capito,"Belle Meade
Associates NY, L.P.
Company: Belle Meade Associates NY,
L.P. (New York, NY) Description: Pooled
Investment Fund",NY,"Belle Meade
 Associates NY, L.P."
shelley m capito,"Citigroup Capital
Partners II
Company: Citigroup Capital Partners II
(New York, NY) Description: Fund of
funds",NY,"Citigroup Capital
 Partners II"
shelley m capito,"CVCIGP II
Company: CVCIGP II U.S. Employees LP
(New York, NY) Description: Fund of
funds",NY,CVCIGP II
shelley m capito,"Belle Meade
Associates NT LP
Company: Belle Meade Associates (New
York, NY) Description: Pooled Investment
Fund",NY,"Belle Meade
 Associates NT LP"
gary c peters,"Meaningful Impact
Consulting LLC
Company: Meaningful Impact Consulting
LLC (Bloomfield Twp,
MI) Description: Consulting",MI,"Meaningful Impact
 Consulting LLC"
"joseph manchin, iii","MPM
Properties

Company: MPM Properties (Fairmont, West
Virginia) Description: General Partnership that
owns a piece of real estate",VA,"MPM
 Properties"
"joseph manchin, iii","Manchin
Enterprises

Company: Manchin Enterprises (Fairmont,
West Virginia) Description: General Partnership
that own a Commercial Rental property",WV,"Manchin
 Enterprises"
"joseph manchin, iii","AA Property
LLC

Company: AA Property LLC (Charleston,
West Virginia) Description: Commercial property
investment and management",WV,"AA Property
 LLC"
"joseph manchin, iii","A&P,
LLC

Company: A&P, LLC (Fairmont, West
Virginia) Description: Commercial property
investment and management",WV,"A&P,
 LLC"
"joseph manchin, iii","Farmington
Resources, Inc. - Note Receivable
Company: Farmington Resources, Inc.
(Fairmont, West Virginia)",WV,"Farmington
 Resources, Inc."
"joseph manchin, iii","West Virginia
Growth Investment LLC

Company: West Virginia Growth
Investment LLC (Charleston,
WV) Description: Investment fund formed to
invest in small businesses that operate in and around West
Virginia Filer comment: Total investment in West
Virginia Growth Investment LLC is $15,001 - $50,000. Underlying
assets exceeding $1,000 are reported below.",WV,"West Virginia
 Growth Investment LLC"
"joseph manchin, iii","VCalc LLC
Company: VCalc LLC (Frederick,
Maryland) Description: Social media productivity
company that is building a calculator for the web and mobile
devices.",MD,VCalc LLC
"joseph manchin, iii","PolyPlexx,
LLC
Company: PolyPlexx, LLC (Charleston,
West Virginia) Description: Chemical process
patents",WV,"PolyPlexx,
 LLC"
"joseph manchin, iii","Country Roads
Marine, LLC

Company: Country Road Marine, LLC
(Charleston, West Virginia) Description: Owner
of house boat",WV,"Country Roads
 Marine, LLC"
steve daines,"Genesis

Company: Genesis Business Park
(Bozeman, MT) Description: Commercial real
estate",MT,Genesis
michael d crapo,"Pharma Partners
LLC

Company: Pharma Partners LLC
(Englewood, Colorado) Description: Funds
research and clinical trials on a new class of drugs,
metalloporphyrins.",CO,"Pharma Partners
 LLC"
michael d crapo,"Biominetix JV
LLC
Company: Biominetix JV LLC (Englewood,
Colorado) Description: Funds research and
clinical trials on a new class of drugs,
metalloporthyrins. Filer comment: Business did not
generate any income.",CO,"Biominetix JV
 LLC"
michael d crapo,"Crapo Enterprises
LLC

Company: Crapo Enterprises LLC
(Bountiful, UT) Description: Business entity
that holds residential property",UT,"Crapo Enterprises
 LLC"
michael d crapo,"Crapo Estate
Holdings LLC

Company: Crapo Estate Holdings LLC
(Idaho Falls, ID) Description: Business entity
that holds ranchland",ID,"Crapo Estate
 Holdings LLC"
roger f wicker,"CTECBX -
CTECBX
Description: global asset management
and investment advisory division of Guggenheim
Partners (Chicago, IL)",IL,CTECBX
jacklyn s rosen,"Rosen Family
Limited Partnership

Company: Rosen Family Limited
Partnership (Henderson,
NV) Description: Investment Entity",NV,"Rosen Family
 Limited Partnership"
jacklyn s rosen,"Rosen Family
Limited Partnership

Company: Rosen Family Limited
Partnership (Henderson,
NV) Description: Investment Entity",NV,"Rosen Family
 Limited Partnership"
"angus s king, jr","A WOMAN, A PART
LLC
Company: A WOMAN, A PART LLC (ULSTER
PARK, NY) Description: FILM PRODUCTION
COMPANY Filer comment: .20 NON-VOTING CLASS B
MEMBERSHIP SHARE",NY,"A WOMAN, A PART
 LLC"
cynthia m lummis,"Land and
cattle
Description: Lummis Livestock Company
LLC (Cheyenne, WY) Filer comment: Income number is
net all expenses.",WY,"Land and
 cattle"
cynthia m lummis,"Laramie River
Ranch LLC
Description: Ag land (Wheatland,
WY) Filer comment: Livestock grazing.",WY,"Laramie River
 Ranch LLC"
Daniel S Sullivan,"Thomas C. and Sandra S. Sullivan Foundation
Cleveland, OH",OH,Thomas C. and Sandra S. Sullivan Foundation
Daniel S Sullivan,"MARSOC
Camp Legeune, NC",NC,MARSOC
Daniel S Sullivan,"International Republican Institute
Washington, DC",DC,International Republican Institute
W. Mitt Romney,"Romney Grandchildren, LLC
Wilmington, DE",DE,"Romney Grandchildren, LLC"
W. Mitt Romney,"Romney Children, LLC
Wilmington, DE",DE,"Romney Children, LLC"
W. Mitt Romney,"Ann Romney Center for Neurologic Diseases
Boston, MA",MA,Ann Romney Center for Neurologic Diseases
W. Mitt Romney,"Kem C. Gardner Policy Institute at the University of Utah
Salt Lake City, UT",UT,Kem C. Gardner Policy Institute at the University of Utah
W. Mitt Romney,"International Republican Institute
Washington, DC",DC,International Republican Institute
James E Risch,"JR & JR Properties LLC
Boise , ID",ID,JR & JR Properties LLC
James E Risch,"RFAM Limited Partnership
Boise, ID",ID,RFAM Limited Partnership
James E Risch,"Black Angus Farms LLC
Boise, ID",ID,Black Angus Farms LLC
Raymond J Tester,"T-Bone Farms, Inc.
Big Sandy, MT",MT,"T-Bone Farms, Inc."
Raphael Warnock,"New Georgia Project
Atlanta, GA",GA,New Georgia Project
Raphael Warnock,"Martin Luther King, Sr. Resources Collaborative
Atlanta, GA",GA,"Martin Luther King, Sr. Resources Collaborative"
Raphael Warnock,"Martin Luther King, Sr. Resources Collaborative
Atlanta, GA",GA,"Martin Luther King, Sr. Resources Collaborative"
Raphael Warnock,"Georgia Interfaith Public Policy Center, Inc.
Atlanta, GA",GA,"Georgia Interfaith Public Policy Center, Inc."
Raphael Warnock,"GeorgiaALIVE
Atlanta, GA",GA,GeorgiaALIVE
Raphael Warnock,"Ebenezer Baptist Church
Atlanta, GA",GA,Ebenezer Baptist Church
Mark E Kelly,"El Campo Center LLC
Tucson, AZ",AZ,El Campo Center LLC
Mark E Kelly,"Kelly Aerospace Consulting LLC
Tucson, AZ",AZ,Kelly Aerospace Consulting LLC
Mark E Kelly,"Lightspeed Partners LLC
Tucson, AZ",AZ,Lightspeed Partners LLC
"William F Hagerty, IV","Roundstone Ventures, LLC
Nashville, TN",TN,"Roundstone Ventures, LLC"
"William F Hagerty, IV","Main Street Management
Nashville, TN",TN,Main Street Management
"William F Hagerty, IV","Hall Capital Management Co
Oklahoma City, Oklahoma",OK,Hall Capital Management Co
"William F Hagerty, IV","Fred Jones Enterprises
Oklahoma City, Oklahoma",OK,Fred Jones Enterprises
"William F Hagerty, IV","Hagerty Consulting
Nashville, TN",TN,Hagerty Consulting
"William F Hagerty, IV","R J O'Brien and Associates, LLC
Chicago, IL",IL,"R J O'Brien and Associates, LLC"
Mark R Warner,"Collis Warner Foundation
Alexandria, VA",VA,Collis Warner Foundation
Mark R Warner,"The Kennedy Center
Washington, DC",DC,The Kennedy Center
Roger W Marshall,"LVMC, Inc.
Great Bend, KS",KS,"LVMC, Inc."
Roger W Marshall,"Rattlesnake Ranch, Inc.
Great Bend, KS",KS,"Rattlesnake Ranch, Inc."
Roger W Marshall,"Quivira Ranch, Inc.
Great Bend, KS",KS,"Quivira Ranch, Inc."
Patrick J Toomey,"Old Mill Partners
Allentown, PA",PA,Old Mill Partners
Patrick J Toomey,"N-35727, Inc.
Allentown, PA",PA,"N-35727, Inc."
John N Kennedy,"John Neely Kennedy APLC
Madisonville, Louisiana",LA,John Neely Kennedy APLC
John N Kennedy,"First Louisiana Investment Properties, LLC
Madisonville, Louisiana",LA,"First Louisiana Investment Properties, LLC"
John N Kennedy,"The Oxvirvand Corporation
Madisonville, Louisiana",LA,The Oxvirvand Corporation
John N Kennedy,"The Presken Corporation
Madisonville, Louisiana",LA,The Presken Corporation
John N Kennedy,"North Parish Development Corporation
Madisonville, Louisiana",LA,North Parish Development Corporation
John N Kennedy,"APK Minerals LLC
Madisonville, Louisiana",LA,APK Minerals LLC
John N Kennedy,"Allied Builders Supply Inc.
Madisonville, Louisiana",LA,Allied Builders Supply Inc.
John N Kennedy,"A.P. Kennedy Family Securities LLC
Madisonville, Louisiana",LA,A.P. Kennedy Family Securities LLC
John N Kennedy,"A.P. Kennedy Family Real Estate LLC
Madisonville, Louisiana",LA,A.P. Kennedy Family Real Estate LLC
Christopher Murphy,"Susan B Anthony Project
Torrington, CT",CT,Susan B Anthony Project
Maggie Hassan,"Onadune, LLC
Boston, MA",MA,"Onadune, LLC"
Rand Paul,"Alchemy, LLC
Bowling Green, KY",KY,"Alchemy, LLC"
Tim Scott,"RIVERTOWN INVESTMENTS, LLC
CHARLESTON, SC",SC,"RIVERTOWN INVESTMENTS, LLC"
Tim Scott,"CLEMSON UNIVERSITY
CLEMSON, SC",SC,CLEMSON UNIVERSITY
Christopher A Coons,"Middle Run Charitable Foundation
Wilmington, DE",DE,Middle Run Charitable Foundation
Mike Braun,"Maple Land Co LLC
Haubstadt, Indiana",IN ,Maple Land Co LLC
Tom Cotton,"International Repubican Institute
Washington, DC",DC,International Republican Institute
Robert J Portman,"John Glenn College of Public Affairs at The Ohio State
University
Columbus, OH",OH ,"John Glenn College of Public Affairs at The Ohio State
 University"
Robert J Portman,"Turkey Bottom Farm LLC
Oregonia, OH",OH,Turkey Bottom Farm LLC
Robert J Portman,"Peavler LLC
Cincinnati, OH",OH,Peavler LLC
Robert J Portman,"Shaker Properties LTD
Cincinnati, OH",OH,Shaker Properties LTD
Thomas H Tuberville,"Tommy Tuberville Foundation
Auburn, AL",AL,Tommy Tuberville Foundation
Thomas H Tuberville,"Tiger Farms, LLC
Auburn, Alabama",AL,"Tiger Farms, LLC"
Jerry Moran,"University of Kansas School of Law, Board of Governors
Lawrence, KS",KS,"University of Kansas School of Law, Board of Governors"
Mike Rounds,"FRA, LLC
Pierre, SD",SD,"FRA, LLC"
Mike Rounds,"Lake Sharpe Investments, LLC
Pierre, SD",SD,"Lake Sharpe Investments, LLC"
Mike Rounds,"Roundtable, LLC
Fort Pierre/Lyman County, SD",SD,"Roundtable, LLC"
Mike Rounds,"Bird Dog Hospitality Fund I
Sioux Falls, SD",SD,Bird Dog Hospitality Fund I
Mike Rounds,"Bird Dog Hospitality Fund II
Sioux Falls, SD",SD,Bird Dog Hospitality Fund II
Benjamin L Cardin,"University of Maryland Law School
Baltimore, Md",MD,University of Maryland Law School
Benjamin L Cardin,"University of Maryland, Balto. Co.
Baltimore, Md",MD,"University of Maryland, Baltimore County"
Benjamin L Cardin,"US Naval Academy
Annapolis, Md",MD,US Naval Academy
Benjamin L Cardin,"Congressional Coalition on Adoption Institute National Angels
in Adoption
Washington, DC",DC,"Congressional Coalition on Adoption Institute National Angels
 in Adoption"
Charles E Grassley,"Farm-Butler County Iowa
New Hartford & Cedar Falls, IA",IA,Farm
"A. Mitchell McConnell, Jr","University of Kentucky College of Law
Lexington, Kentucky",KY,University of Kentucky College of Law
Timothy M Kaine,"National Endowment for Democracy
Washington, DC",DC,National Endowment for Democracy
Lisa A Murkowski,"U.S. - Japan Friendship Commission
Washington, DC",DC,U.S. - Japan Friendship Commission
John Hoeven,"First Western Bank & Trust
Minot, North Dakota",ND,First Western Bank & Trust
John Hoeven,"Northwest Respiratory Service, LLC
St Paul, Minnesota",MN,"Northwest Respiratory Service, LLC"
John Hoeven,"Tompson-Hoeven Partnership
Bismarck, North Dakota",ND,Tompson-Hoeven Partnership
"Robert P Casey, Jr","Lackawanna County Bar Association
Scranton, PA",PA,Lackawanna County Bar Association
Thomas J Ossoff,"Georgia Conservation Voters
Atlanta, GA",GA,Georgia Conservation Voters
Thomas J Ossoff,"The World Investigates Foundation
Atlanta, GA",GA,The World Investigates Foundation
Thomas J Ossoff,"Tailwind Media, LLC
Atlanta, GA",GA,"Tailwind Media, LLC"
Thomas J Ossoff,"TWI Digital, LLC
Atlanta, GA",GA,"TWI Digital, LLC"
Thomas J Ossoff,"Insight TWI
London, UK",UNITED KINGDOM,Insight TWI
Ron Johnson,"Grammie Jean Foundation, Inc.
Oshkosh, WI",WI,"Grammie Jean Foundation, Inc."
Ron Johnson,"Ronald H. and Jane K. Johnson, LLC
Oshkosh, WI",WI,"Ronald H. and Jane K. Johnson, LLC"
Patrick J Leahy,"World Hunger Year
New York, New York",NY,World Hunger Year
Shelley M Capito,"University of Charleston
Charleston, WV",WV,University of Charleston
James P Lankford,"Promise Keepers
Colorado Springs, Colorado",CO,Promise Keepers
"Joseph Manchin, III","MPM Properties
Fairmont, West Virginia",WV,MPM Properties
"Joseph Manchin, III","Manchin Enterprises
Fairmont, West Virginia",WV,Manchin Enterprises
"Joseph Manchin, III","AA Property, LLC
Fairmont, West Virginia",WV,"AA Property, LLC"
"Joseph Manchin, III","Country Roads Marine, LLC
Charleston, West Virginia",WV,"Country Roads Marine, LLC"
Steve Daines,"Genesis Partners
Bozeman, MT-Montana",MT,Genesis Partners
Michael D Crapo,"Pharma Partners, LLC
Englewood, Colorado",CO,"Pharma Partners, LLC"
Michael D Crapo,"Crapo Enterprises LLC
Bountiful, UT",UT,Crapo Enterprises LLC
Michael D Crapo,"Crapo Estate Holdings LLC
Idaho Falls, ID",ID,Crapo Estate Holdings LLC
Jacklyn S Rosen,"Rosen Family Limited Partnership
Henderson, NV",NV,Rosen Family Limited Partnership
John Cornyn,"Clements Center Statecraft Board
Austin, Texas",TX,Clements Center Statecraft Board
John Cornyn,"University of Virginia
Charlottesville, VA",VA,University of Virginia
John Cornyn,"The Kennedy Center
Washington, DC",DC,The Kennedy Center
Marco Rubio,"Florida International University
Miami, FL",FL,Florida International University
Richard C Shelby,"Tuscaloosa Title Company, Inc.
Tuscaloosa, AL",AL,"Tuscaloosa Title Company, Inc."
Kyrsten Sinema,"Sinema Consulting LLC
Phoenix, AZ",AZ,Sinema Consulting LLC
Kyrsten Sinema,"Arizona State University
Phoenix, AZ",AZ,Arizona State University
Cynthia M Lummis,"Arp & Hammond Hardware Co.
Cheyenne, WY",WY,Arp & Hammond Hardware Co.
rafael e cruz,"Goldman Sachs and CoJersey City, NJ",NJ,Goldman Sachs and Co
michael s lee,"Self EmployedProvo, UT",,Self Employed
raymond j tester,"T-Bone Farms, Inc.Big Sandy, MT",,"T-Bone Farms, Inc."
raymond j tester,"T-Bone Farms, Inc.Big Sandy, MT",,"T-Bone Farms, Inc."
mazie k hirono,"Oshima, Itomura & Fujimoto, AAL, ALCHONOLULU, HAWAII",,"Oshima, Itomura & Fujimoto, AAL"
raphael warnock,"Ebenezer Baptist ChurchAtlanta, GA",,Ebenezer Baptist Church
raphael warnock,"Grain CapitalSarasota, FL",,Grain Capital
raphael warnock,"Syracuse UniversitySyracuse, NY",,Syracuse University
raphael warnock,"Mt. Ennon Baptist Church TWBClinton, MD",,Mt. Ennon Baptist Church TWB
"william f hagerty, iv","Hall Capital Management Co, LLCOklahoma City, Oklahoma",,"Hall Capital Management Co, LLC"
"william f hagerty, iv","Fred Jones Enterprises LLCOklahoma City, Oklahoma",,Fred Jones Enterprises LLC
"william f hagerty, iv","RJ O'Brien and AssociatesChicago, IL",,RJ O'Brien and Associates
brian e schatz,"Schatz Collaborative LLCHonolulu, HI",,Schatz Collaborative LLC
patrick j toomey,"St Thomas More ParishAllentown, PA",,St Thomas More Parish
john n kennedy,"22nd Judicial District CourtCovington, LA",,22nd Judicial District Court
christopher murphy,"Education CounselWashington, DC",,Education Counsel
maggie hassan,"School Year Abroad, Inc.North Andover, MA",,"School Year Abroad, Inc."
rand paul,"The Strategy Group for Media IncDelaware, OH",,The Strategy Group for Media Inc
marsha blackburn,"Strategic Sales Tactics IncBrentwood, TN",,Strategic Sales Tactics Inc
catherine cortez masto,"Universal Security SpecialistsLas Vegas, Nevada",,Universal Security Specialists
sheldon whitehouse,"Ocean ConservancyWashington, DC",,Ocean Conservancy
sheldon whitehouse,"Atlantic CouncilWashington, DC",,Atlantic Council
jeanne shaheen,"Shaheen & GordonDover, NH",,Shaheen & Gordon
jeanne shaheen,"Emerald Group LLCMadbury, NH",,Emerald Group LLC
mike braun,"Finishing TouchesJasper, IN",,Finishing Touches
ron l wyden,"Bass Book Trading, IncNew York, NY",,"Bass Book Trading, Inc"
ron l wyden,"Bass Real Estate LLCNew York, NY",,Bass Real Estate LLC
ron l wyden,"Strand Book Store IncNew York, NY",,Strand Book Store Inc
tom cotton,"Hillsdale CollegeHillsdale, MI",,Hillsdale College
tom cotton,"SLG SolutionsMcLean, Virginia",,SLG Solutions
cindy hyde-smith,"MATHIS FARMS, INCBROOKHAVEN, MS",,"MATHIS FARMS, INC"
cindy hyde-smith,"LINCOLN COUNTY LIVESTOCKBROOKHAVEN, MS",,LINCOLN COUNTY LIVESTOCK
thomas r tillis,"Allen Tate RealtorsCornelius, NC",,Allen Tate Realtors
charles e grassley,"Chambers, Conlon & HartwellWashington, DC",,"Chambers, Conlon & Hartwell"
john w hickenlooper,"Liberty Media CorporationEnglewood, CO",,Liberty Media Corporation
john w hickenlooper,"Chipotle Mexican Grill, Inc.Newport Beach, CA",,"Chipotle Mexican Grill, Inc."
john w hickenlooper,"GCI Liberty Inc.Englewood, CO",,GCI Liberty Inc.
john w hickenlooper,"Qurate Retail Inc.West Chester, PA",,Qurate Retail Inc.
john w hickenlooper,"Liberty Broadband CorporationEnglewood, CO",,Liberty Broadband Corporation
john w hickenlooper,"Liberty TripAdvisor Holdings, Inc.Englewood, CO",,"Liberty TripAdvisor Holdings, Inc."
roy blunt,"The Kraft Heinz CompanyWashington, DC",,The Kraft Heinz Company
roy blunt,"Ardagh Group SALuxembourg, Luxembourg",,Ardagh Group SA
sherrod brown,"Kent State UniversityKent, OH",,Kent State University
"robert p casey, jr","Drexel UniversityPhiladelphia, PA",,Drexel University
joshua d hawley,"Independent Women's ForumWashington, DC",,Independent Women's Forum
joshua d hawley,"Kirkland & EllisWashington, DC",,Kirkland & Ellis
joshua d hawley,"Curators of the University of MissouriColumbia, MO",,Curators of the University of Missouri
joshua d hawley,"Guidepoint GlobalNew York, NY",,Guidepoint Global
michael f bennet,"University of Denver Law SchoolDenver, CO",,University of Denver Law School
thomas j ossoff,"Emory HealthcareAtlanta, GA",,Emory Healthcare
ladda tammy duckworth,"Foxhole Technology IncFairfax, VA",,Foxhole Technology Inc
todd young,"Tucker & Tucker, PCBloomingtin, IN",,"Tucker & Tucker, PC"
todd young,"Bloomington Shuttle ServiceBloomington, IN",,Bloomington Shuttle Service
james p lankford,"Speech Language Pathology ServicesEdmond, OK",,Speech Language Pathology Services
james p lankford,"Quail Springs Baptist ChurchOklahoma City, OK",,Quail Springs Baptist Church
james p lankford,"Gateway Community ChurchEdmond, OK",,Gateway Community Church
james p lankford,"First East Baptist ChurchLawton, OK",,First East Baptist Church
james p lankford,"First Baptist ChurchEl Reno, OK",,First Baptist Church
james p lankford,"Trinity Baptist ChurchYukon, OK",,Trinity Baptist Church
james p lankford,"Seward Road Baptist ChurchGuthrie, OK",,Seward Road Baptist Church
gary c peters,"Meaningful Impact Consulting LLCBloomfield Twp, MI",,Meaningful Impact Consulting LLC
steve daines,"U.S. SenateWashington, DC",,U.S. Senate
martin heinrich,"Powell TateWashington, DC",,Powell Tate
martin heinrich,"Meow Wolf, Inc.Santa Fe, NM",,"Meow Wolf, Inc."
michael d crapo,"Crapo Victory CommitteeWashington, DC",,Crapo Victory Committee
john r thune,"SanfordSioux Falls, SD",,Sanford
jeffrey a merkley,"Eye Health NWHappy Valley, OR",,Eye Health NW
jeffrey a merkley,"Providence HospitalPortland, OR",,Providence Hospital
elizabeth warren,"Harvard UniversityCambridge, MA",,Harvard University
roger f wicker,"Vision to LearnLos Angeles, CA",,Vision to Learn
debra s fischer,"Sunny Slope Ranch, IncValentine, NE",,"Sunny Slope Ranch, Inc."
amy j klobuchar,"State of Maryland (University of Baltimore)Annapolis, MD",,State of Maryland (University of Baltimore)
amy j klobuchar,"Georgetown UniversityWashington, DC",,Georgetown University
"angus s king, jr","MAINE DEPT OF EDUCATIONAUGUSTA, ME",,MAINE DEPT OF EDUCATION
charles e schumer,"US SenateWashington, DC",,US Senate
charles e schumer,"The New York Public LibraryNew York, NY",,The New York Public Library
marco rubio,"Florida International UniversityMiami, FL",,Florida International University
marco rubio,"JDR EventsMiami, FL",,JDR Events
kyrsten sinema,"Three Sticks WinerySonoma, CA",,Three Sticks Winery
kevin j cramer,"Cramer For CongressBismarck, ND",,Cramer For Congress
cynthia m lummis,"Lummis Livestock CompanyCheyenne, WY",,Lummis Livestock Company
Rafael E Cruz,"CEP Investments Holdings Limited
Kingston, Jamaica",,CEP Investments Holdings Limited
Michael S Lee,"Howrey LLP
Salt Lake City, UT",,Howrey LLP
Mazie K Hirono,"Hawaii Employees Retirement System
Honolulu, HI",,Hawaii Employees Retirement System
"William F Hagerty, IV","Hagerty Consulting
Nashville, TN",,Hagerty Consulting
"William F Hagerty, IV","Hagerty Peterson
Barrington, IL",,Hagerty Peterson
John A Barrasso,"Wyoming Surgical Center, LLC
Casper, WY",,"Wyoming Surgical Center, LLC"
Gary C Peters,"Myself and the Michigan Legislative Retirement System
Lansing, MI",,Myself and the Michigan Legislative Retirement System
,,,
